comment,sentiment
jak dorosne chce byc taka wyluzowana jak kotolga❤❤❤ kocham cie za to ze jestes soba,neutral
meric abi bambi icin kayrayi salonda yatirir misin,neutral
ben sadik degilim 5 pelusla ayni anda yatiyorum bazen bir tanesini kasitli bir aekilde disliyorum ve sarilmiyorum,neutral
tralalero tralala,neutral
"sadık bir insanım, bardağım 6 yaşımdan beri benimle",neutral
imdat siqoruqojepahdkoajso iyi,neutral
insan yenmez 👎🏼,neutral
yoksa yaslanıgo mutum,neutral
kayra abiyle ortak sevebilecegim tek sey mericim🥺🤏🏻,neutral
bygüne punım sıfır,neutral
arkadaşlar mor lahana turşumu görmek i̇ster mi̇si̇ni̇z beni̇m en sevdi̇ği̇m şey,neutral
bu aralar muhallebi yiyince bozulmuş ve yoğunlaşmış süt yiyormuşum gibi hissettiğim için puding kıvamlı şeyleri yerken midem bulanıyor kusma refleksi gelişiyor,neutral
iy igrenc koktu,neutral
kayra abinin agiz tadi👎🏻👎🏻👎🏻👎🏻adam mantari her haliyle seviyor adam tartolet seviyor,neutral
muhallebi almiyomus,neutral
bu arada istemedigi sey yakin olmak degilmis toxic bir sekilde yakin olmakmis yani😭😭,neutral
meric ya biz konustuk ve yani iste konusuyoruz ama ben yani cok konuslanim biliyorsun eskisi gibi cok degil ama yine cok konusuyorum ama o tek sey falan yaziyor ama cok yogun ama yine de uzuluyorum ama bakmak icin bakmayacagini soyledi evet bunu bile sordum amanof yani,neutral
meric abj ben hediye alayim sonra iyiye kargolayayim iyi sana kargolasin sen de kayra abiye o da istanbula gelince alsin of ben cok sirin hediyeler ve komik hediyeler dusunmustim asiri mutsuzum mutsuzluk bir sey olsaydi bu olurdu,neutral
"ilerde çıkacağım kişi diye düşünüp manifesteleme, bekleme. aşk öyle ararken bulacağın değil de beklemediğin veya ne olduğundan bihaber olduğun ya da belki de istemediğin anda sadece kalbine de değil tüm organlarına garip hissettiren bir şey",neutral
of ben cok laf ediyorum ya ilerideki cikacagim kisi umarim cok sey biri olmaz kayra abi oyle olursa kulagini ceker misin,neutral
buldum pamugu,neutral
yani meric kayra abi iyinin dogdugu ayla o seyi devam ettirseydi kiskanmayacaktin sonucta bu da bir tur oyunculuk🤨🤨,neutral
i̇yi geceler kızlar🎀🏃🏻‍♀️,neutral
oha siz hala 19'sunuz dimi,neutral
pecete bitmis pamufu da bulamıgoeum imdat,neutral
i̇yi geceleerrr,neutral
meric abi o zaman ezik kayra ve 💞iyiyi istanbulda kalsin ben ve sen senin dedeye gidelim birlikte yuzme yarisi yapalim sonra amca beni ezk kayradan daha cok sevsin😈,neutral
rüyamda beni bul hep,neutral
of ve esiniz oyuncu falan olsun ister misiniz mesela ben bunu da istemem dusunsenize ileride cocugunuz oluyor ve babasini baska bir kadinla opsurken goruyor korkunc,neutral
odadan çıkamıyorum karşılaşırız yine konuyu açar diye ama tuvaletegitmem lazım😔 ulan hayat,neutral
acaba berkay eve kız atmak için beni kovar mı hiç,neutral
bi̇ arkadaşin evi̇nde,neutral
o gece gördüm onu,neutral
ben mesela kimseyle opsmedim hatta sevgili olabilecek kadar da ileri goturmedim😔yani ama kesin unideki erkeklerin hepsi en iyi ihtimalle opusmus olacak yani of senden once baskasini opmus olmasi cok kirici bence,neutral
öyle gt olursun işte,neutral
terbyesiz terbiyesiz konular axiyor ya,neutral
duru naber,neutral
ama meric abininki de oluyor bakin bas harf-ayip ses-eric😔,neutral
mesela y ve i harfleri ve m r ç falan seyi harfler degil😋😋 ama s e n ve a😉,neutral
@mk sizin,neutral
i̇nternetin de amk,neutral
en guzel benim adimla olur tam yeterli uzunlukta ve adimdaki harfler😋😋,neutral
kayra abi yani ama bence senin bana yine de hak ettigimi soyleyip bir guzel azarlayip bana kizman falan gerek cunku her seferinde uyariyorsun sonra yine oluyor uzuluyorum zirliyorum of yani baristigim icin pisman degilim asla ama yine de sen hep dusunuyorsun ya cok miniksin😔🤏🏻💞,neutral
tung tung tung tung tung tung tung sahur,neutral
super 👍🏻👍🏻,positive
artık meriçi de kıskanabilirm,neutral
dur atayım ya net değil ama olsun gülüp dalga geçelim,neutral
annemin arkadasi cok korkunc durumlar paylasiyor,neutral
2 tane daha var da onlar net değil tam,neutral
"biz normal konuşuyorduk sonra bana bir oyuncu hakkında re3ls attı sonra altına da çok kötü şeyler yazmış işte diyordu ki ""ya bu kız 0lsün"" tarzı dedim herhalde diziden çıksın istiyor hayır gerçekten bunu ima etmiş sonra dış görünüşüne laf etti çok sinirlendiğim bir şey söyledi ""down sendromluya benziyor"" dedi bu bir sorun mu ne demek istiyorsun tarzı konuştum niye kıza böyle bir ima yapıyorsun kişiliğini bilmiyoruz fiziksel özellikleri hakkında yorum yapamayız falan dedim sonra bana kör müsün doktor randevunu ben ayarlayabilirim dedi, sonra sen burada söylediklerindeki sorunu göremiyorsan evet ben körüm dedim sonra k3riz misin diyerek on tane kocaman paragraf random atıp kahkaha attı ben de görüldü attım yaklaşık 3 gündür kaldı öyle bundan sonra ciddi anlamda iletişim kurmayı düşünmüyorum, kuracaksa da önce tanımadığı biri hakkında söyledikleri için sonra bana dedikleri için özür dilesin ve yok olsun cidden düzeldi sanıp oha ac iyi bir insan olmaya başladı dediğim için üzüldüm kendime",negative
dünyanin en güzel kizi,neutral
dusu da halletk,neutral
magnezyum bacagin arkadina giren krampa iyi gelir mi,neutral
attımm,neutral
şuan azarlayıp ağlatıldıktan sonra gönlü alınmaya çalışan bebek gibi hissedoyorum😔🥺🎀,neutral
duru inanir misin yalniz kalmaktan korkuyorum diye her gece baska bi kopekle uyuyoruz. ev hayvanat bahcesi💪🏻 cok iyi birisiyim dimi,neutral
kayranın hiçbir şeyden haberi yok gariban,neutral
aaa duru sana 11 yaşındaki atleti göstereyim mi,neutral
burnumu çeke çeke izledim çok iyiydi teşekkür ederim zey🥺🤍,neutral
oha nolmus,neutral
çok tatlı 🥹 teşekkür ederim,neutral
duru video attim bakkkkk kopek besledigim bi video sen seversin🥺,neutral
geçen sene yaşadığım son olaydan sonra bencil birine dönüştüm,neutral
duruuuu,neutral
duruuuuu sana saklabanlik yapabilirim????,neutral
benu silmiş😨 çok umurumdaydı inan,neutral
hocalar bna icine kapanik demis,neutral
begenir mi acb💕,neutral
yorumlarım siliniyor ytye ayrı ayar oldum,neutral
inşallah uyumuştue😒,neutral
ben,neutral
olm bi kere depresyondayım dedim diye tüm gece konuşaca,neutral
birazdan feriha gibi bayılacak net,neutral
meri̇ç,neutral
hâlâ konuşuyor,neutral
söyle nerdesin bal,neutral
"sokakta erkekler varmış yalnız çıkarsam sataşırlarmş.
üniversteye gitmek istememin asıl sebebi erko bulmakmış
ben depresyona düştüğüm için suçluymuşum",neutral
taylor demis ki,neutral
"babam şuan oscarlık oyunculuk gösteriyor görmeniz lazm. of of
kalpkrizi geçirecekmiş şuan tansiyonu yükselmiş benim yüzümdn",neutral
tam da diyordum hissedip geldin herhalde,neutral
alguem do brasil 🇧🇷,neutral
tipim kaymış,neutral
hans arrasa! ❤,neutral
i did it all with a smile on my face,positive
simdi,neutral
seni gördüğüm ilk gün gibi,neutral
of offf,neutral
hasskym,neutral
bana yaziyorlar,neutral
kaç yıl daha çalışacağız ya,neutral
evinin yollarına,neutral
yeter da,neutral
ve ben,neutral
onu sana katıyor derken,neutral
kavga kavga biktik be,neutral
ya,neutral
yien tum etkinligi ben ayarladim ya,neutral
bak simdi,neutral
cigdem su jiniret yazsan hemen cikar hazal iconumda billie var,neutral
atlet durunun spotisi var bak sn de indir,neutral
pazar günü berkay ve babam ilk bakırköye gideceklermiş,neutral
atlet senin spoti var miydi,neutral
seni görenler varmış orda,neutral
ate❤️‍🔥,neutral
skz,neutral
hala yazmadı,neutral
o beni bağlar ben yine durmam,neutral
eee,neutral
kendime geldim geleli dostlar,neutral
duru aminakoydugumunpici daha patlamadiysa bizim yere gelsene bi.,neutral
taragim da sakaryada kaldi cocuk taragiyla taramaya calisiyom ae,neutral
yarinolsunyarinolsun,neutral
offoff,neutral
"i̇nsan alışıyor, alışıyor, alışıyor",neutral
dine sadik olcaz ayagina gercek dunyayla ahiret arasindaki dengeyi ayarlayamiyorlar,neutral
yalanı seven yok,neutral
anne neden boylesin,neutral
she’s my plack pearl,neutral
"ve o ""benimle gel"" dedi",neutral
vazgeçebilirdim,neutral
ben hâlâ kendi karakterimi karıştırıp başkasını oynatmaya çalışıyorum,neutral
my sister fell in love with them😂,positive
love!!!!!!!!!!!!!!!🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,neutral
plssssssss my poor babies i love u too but iʼm sorry why are copying bts again your whole song copy now you know already pls don't do it stays love your own song not copy okay.......,positive
yolculuğun nereyeydi uzaylı kardeş,neutral
copy u copied  jump bts song,neutral
"bilgilendirme:
ben chan'ın siyah atletiyim.",neutral
"“chk chk boom” has now surpassed 240,000,000 (240m) streams on spotify!

it is their 7th and fastest song to surpass this milestone",neutral
everyday supernatural...from then on i knew it was going to be an anthem.,negative
tenemos que hacer más stream,neutral
que temazo,neutral
şizofren olduğumu daha önce söylemiş miydim?,neutral
941k,neutral
i wonder where the credits are for the bts jump sample.,neutral
935k,neutral
all i have to say is crashing waves but i never fall everyday supernatural thrashing rain ima bring that storm this my stage walking in water 😂😂😂,neutral
super🎉🎉🎉🎉,neutral
1:40 yang jeongin 😮❤,neutral
"cool♡

0:44 屋根の上に乗るの怖くなかったですか？",neutral
918k,neutral
"bno papu aquí ae rompio una taza y cada qn para su cama y soñar que seguimos juntos pq eso de separarnos esta gacho 😿 al menos te veias asi bn 4d pero avr si hoy si toca algo mas bonito, te quiero mucho 💞💖 gracias por no dropiarme aunq te haya hecho esas cosas en las uñas, avr si el siguiente año da mas tiempo, hay q agarrar vacaciones 1 mes😊. nos vemos mañana descansa mucho, ahí te aviso si conseguí la feik playera",neutral
"bno losi con los ojos mas ceerados q abiertpd te deseo unas bnas noched, y que el sieño llegue asap a ti apenas cierred yt, disoplam mañama so llegiem todas tus alunmad para qke te den tu merecido dinero, q tenhad lindos sueñof, felos domigp tqm 💌💤💞",neutral
los comentarios en redlights siempre tienen que ser los rarotes,neutral
q sife yo tome 2 siestas xd,neutral
mite?,neutral
maknaeontop 😢 no debi tomar esa siesta y menos el café,neutral
enesta vuelta m ando yenfo,neutral
mute? que sigue?,neutral
tu tienes ventilador?,neutral
lade taste aqui hace frio,neutral
"buenas noches 🤗, este descansen muchio personitas hay que soñar con que emprendemos en el mundo de las camisas y judis de suki y nos hacemos miyonetas 😊, sigan disfrutando de su compañia 😸, los veo mañana una disculpa la despedida apestosa pero esq el calor hizo xorto circuito en mi cerebro y no sé q decir, gracias por si atención, hasta mañana 💗",neutral
y si te va a alcanzar?,neutral
vamos a shutdown amigo la pizza que compré me tiene que aguantar hasta el miércoles para sobrevivir 🤣,neutral
apoco som las 11,neutral
vamos a ultra q risa estan horribles,neutral
q sigue temprano dise yore,neutral
t paso las fos?,neutral
las voy a tuitiar 😈,neutral
bueno ya me retiro en la próxima,neutral
bno si mi mano se ve grasosa es pq me acabo de poner crema😊,neutral
vamos a lalisi rock ver amdaba regando las plantas,neutral
c murieron?,neutral
tengo la impresión de que no fuimos al mismo,neutral
vamos a boxer estuvo jevi las mugres,neutral
y llevar chanclas,neutral
pos la vda si pero preferiría irme limpio 😊,neutral
el 12hrs challenge,neutral
encontré la de ksu en 190 q ganga,neutral
un mes en cdmx y mi cuepro se acostumbra 😈,neutral
pero ustedes si volverían a repetir lo que hicimos en el concierto?,neutral
anduve busvando en ali y no encontre nadota,neutral
y aún así quiere volver dice,neutral
esa merch de fb q dice era la q vendian afuera?,neutral
"amigo mi hermana encontró una camara de mi apa y hay videos de hace más de 20años, ni estaba yo pero me pone nostalgica 😿",neutral
"como decia, usualmente no suelo tomsr suero pero en cdmx genuinamente sentia q me iba a mprir",neutral
m muteo,neutral
"amigo hasta eso que la temperatura estuvo agradable cuando ustedes vinieron, ns pq subió",neutral
mi mamá me preginto q pq me no me tome fotos,neutral
likejennie está hablando con otra pisa,neutral
no pos segun yo lo tengo desactivadp,neutral
keep watching this!,neutral
bahamas,neutral
cumpleaños en la playa,neutral
este año si vaver piñata?,neutral
vamos a yayaya pero yo disfruté cada ronquido😊,neutral
mi phone ta bien caliente,neutral
vamos a adult swim no lo encontré asi que mejor lo hice😊,neutral
lastima que ya se va la temporada de naranjas,neutral
1cancion is inof,neutral
yengo ola?,neutral
hola estrimeas?ando busquele y busquele el pinche sticker de nodigasesopapu,neutral
dice mi prima q cuando ella fue habian unos en la calle q cobraban como 150 x cancion xd,neutral
ay yo genuinamente queria escuchar mariachis 😢,neutral
30° como porq,neutral
ah no creo q ya lo había traducido antes,neutral
o.o un jp me respondió mi despedida hace 7dias,neutral
demo,neutral
amigo tengo suenio,neutral
faltó llevarles serenata,neutral
curry,neutral
"igual e facil la solución deso ,pero que bueno que no pasó",neutral
te quedaste con las ganas se me hace,neutral
yo hoy soñe q ustedes entraban al metro y yo no,neutral
amifo q sueño,neutral
faitin si pasa,neutral
no debiste darle chocolate a un chocolatelober,neutral
estoy a 2 mordidas de terminarme el chocolate 😭😭😭,neutral
soñé que lucas se iba y estabamos en el aeropuerto 😿,neutral
que calora,neutral
muy bno el chocolate de soflis efectivamente,neutral
"el frío, la noche",neutral
hubo siesta y claro que estaban los chai,neutral
desmuteame yt,neutral
❤❤❤❤❤ hermoso 아름다운,neutral
"let's all be honest, we all knew this song would be such a hit, the instrumental, visuals and everything about it is so powerful. stray kids once again.",positive
"848k
walkin on water ~",neutral
